run, type, Ident, FE, AvgE, S, U, W, HO_PE, PB, SA, Valence, Coulomb, VdW, VdW6, VdW12, Bond, Angle, Pdihed, Idihed, Tether, RunTime, WallTime, Converged, Crashed
feprocess,complex,cb7--guest19,-69.1285050423,-278.184292469,209.055787426,-252.780492028,-157.751746012,132.347949476,-163.655189642,5.9034436294,191.243188213,-378.131979612,-65.8917006294,-193.991934297,128.100233667,0.7024803086,123.468649336,62.6405736091,4.2566218646,0.174863095,283.27,283.66,yes,no
feprocess,complex,cb7--guest20,17.8034628136,-202.413839991,220.217302805,-223.504613796,-116.622508948,137.713406887,-122.515714764,5.8932058158,209.100188815,-355.855584502,-76.7492181086,-225.686197759,148.93697965,1.4516802546,123.788992615,78.47077039,5.2397592881,0.1489862669,317.48,317.67,yes,no
feprocess,complex,cb7--guest21,-34.305805716,-255.828089552,221.522283836,-274.478912789,-116.379854945,135.030678182,-122.259517643,5.8796626975,205.311198116,-401.167269093,-78.6228418115,-228.750776659,150.127934847,0.9011867812,123.140642945,75.761517734,5.311856128,0.1959945277,218.48,218.6,yes,no
feprocess,complex,cb7--guest22,32.4953384595,-211.563566634,244.058905094,-255.932376057,-100.493746007,144.867350102,-106.417497525,5.9237515183,205.626393428,-383.585825253,-77.9729442314,-245.923807085,167.950862854,1.9926717973,125.87506666,72.631777831,4.992436015,0.1344411252,423.36,423.55,yes,no
feprocess,complex,cb7--guest23,27.5834380246,-209.029998432,236.613436457,-251.879376583,-100.229486148,143.078864298,-106.397941826,6.1684556779,206.271885393,-382.543553019,-75.6077089572,-244.886501511,169.278792554,2.1236551249,125.908671988,73.3146669259,4.766641751,0.1582496036,249.65,249.78,yes,no
feprocess,complex,cb7--guest24,-15.0411179009,-242.467632917,227.426515016,-271.318642368,-107.968154534,136.819163985,-113.843456697,5.8753021624,203.015903455,-395.006901391,-79.3276444328,-230.813561658,151.485917225,1.1577245403,123.846579739,73.2445363565,4.6454612914,0.1216015285,219.99,220.38,yes,no
feprocess,complex,cb7--guest25,-53.4590171877,-281.129973514,227.670956327,-310.157042207,-107.792095293,136.819163985,-113.663192073,5.8710967802,203.56352091,-434.817510963,-78.9030521529,-231.933780138,153.030727985,1.0432572674,124.490199622,73.2492881579,4.6122126754,0.1685631866,219.46,219.75,yes,no
feprocess,complex,cb7--guest26,-3.3335544033,-237.191647727,233.858093324,-222.521168935,-155.961143186,141.290378495,-161.85604401,5.8949008241,210.825396492,-358.438532383,-74.9080330446,-229.186854069,154.278821024,1.4938260508,125.791121777,79.1138365346,4.2707176427,0.1558944872,238.96,239.38,yes,no
feprocess,complex,cb7--guest27,-3.3079808243,-237.211683678,233.903702853,-268.521650606,-108.191925762,139.501892691,-114.100766007,5.9088402447,204.601228144,-394.930205636,-78.1926731142,-235.708070359,157.515397245,1.0750184295,124.078958539,74.431429001,4.8740937691,0.141728405,222.74,222.85,yes,no
feprocess,complex,cb7--guest28,163.243897264,-128.645208367,291.889105631,90.9382206786,-393.066554399,173.483122962,-400.310073618,7.2435192185,213.668270812,-36.6265912516,-86.1034588812,-256.506172195,170.402713314,1.9306863055,126.636870763,80.8336216319,4.0125004296,0.254591681,636.01,636.84,yes,no
feprocess,complex,cb7--guest29,-17.1395969111,-259.636395034,242.496798123,-228.434190557,-176.067508996,144.867350102,-182.149411518,6.0819025219,206.041182517,-352.017280565,-82.4580925088,-243.926206856,161.468114347,1.3058841539,125.849689177,74.3592978167,4.2823587787,0.2439525904,263.48,263.84,yes,no
